package	version	architecture	source	package_url	size	sha256	requested_by
libxslt1.1	1.1.39-0exp1ubuntu0.24.04.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxslt/libxslt1.1_1.1.39-0exp1ubuntu0.24.04.3_amd64.deb	167806	e716daf96ea2526cab92e5cc4708739d5f2f4b89fb76782dfda7f49283eeeb40	apt-closure
libxss1	1:1.2.3-1build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxss/libxss1_1.2.3-1build3_amd64.deb	7204	0ac60a2cc034ccc4bf4e2f846f38110469d7ae43b47e808d67aafc538bc3695e	apt-closure
libxstream-java	1.4.20-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libx/libxstream-java/libxstream-java_1.4.20-1_all.deb	561356	14ace57daaf0c5b2324f809874a5b72911260febdedda6872a6e3d296e8175f5	apt-closure
libxt6t64	1:1.2.1-1.2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxt/libxt6t64_1.2.1-1.2build1_amd64.deb	170810	2e4317d5ae1a45e517771ea0b8d93519b5f915ab08983facecd480d64dbd1489	apt-closure
libxtables12	1.8.10-3ubuntu2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/i/iptables/libxtables12_1.8.10-3ubuntu2_amd64.deb	35704	c94063499d1b0b336f39607107efb7de95d52a5d4e7e6a9368a5f7308f05b714	apt-closure
libxtst6	2:1.2.3-1.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxtst/libxtst6_1.2.3-1.1build1_amd64.deb	12642	632d74c760f0a4e844c499e7bc1eca4c709aa096fde783a7a6807604aef77545	apt-closure
libxv1	2:1.0.11-1.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxv/libxv1_1.0.11-1.1build1_amd64.deb	10672	ddf5c60268d58fe0c57e80f241d6fa5e73ae2096a137c4d2de42f97cb379ece6	apt-closure
libxvidcore4	2:1.3.7-1build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/x/xvidcore/libxvidcore4_1.3.7-1build1_amd64.deb	219400	4f70e6d3db3d3069797d84bccb082dbf6b14d6e837cbef6197519d8be8779cdd	apt-closure
libxxf86vm1	1:1.1.4-1build4	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libx/libxxf86vm/libxxf86vm1_1.1.4-1build4_amd64.deb	9282	48b2799f52b86505d2bc91dcb1bfa6536545635b9849cb693d274d934116a8da	apt-closure
libxxhash0	0.8.2-2build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/x/xxhash/libxxhash0_0.8.2-2build1_amd64.deb	24056	75de256c2d162dfc541beb69a83f025742cd13329262af9059eff3ca42a53239	apt-closure
libxz-java	1.9-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/x/xz-java/libxz-java_1.9-1_all.deb	139576	b0d3db9fb6149b70216569c829c759ec96556762dafe9da5312dbeb1d59a6445	apt-closure
libyajl2	2.1.0-5build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/y/yajl/libyajl2_2.1.0-5build1_amd64.deb	20202	faa268c632f7d2931509cf7b8b7ddd810aa775adc26ead88ea158e2ede5208f8	apt-closure
libyaml-0-2	0.2.5-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/liby/libyaml/libyaml-0-2_0.2.5-1build1_amd64.deb	51492	f5271b120d936dcc7ddf17b9e718df41d55386a6075555d0c634925eaef0b2ac	apt-closure
libyaml-cpp0.8	0.8.0+dfsg-6build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/y/yaml-cpp/libyaml-cpp0.8_0.8.0%2bdfsg-6build1_amd64.deb	115458	2be57b812a1b082011d1b9bf6140fb875f19e153730be1ba965185b890b387f5	apt-closure
libyaml-snake-java	1.33-2	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/s/snakeyaml/libyaml-snake-java_1.33-2_all.deb	319890	065b14a40edfd16ed44b2349d0ec30fec11af9be45f01b4757ba66ac0cfbd4e2	apt-closure
libyara10	4.5.0-1build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/y/yara/libyara10_4.5.0-1build2_amd64.deb	202660	b1cec78e0bd6ffe14019691785d774dc1f520bf9fa3065d9265fb8cc9910f698	apt-closure
libzimg2	3.0.5+ds1-1build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/z/zimg/libzimg2_3.0.5%2bds1-1build1_amd64.deb	254226	6c3d3e87277ff906011da1ceac5e44057df3710a53df3eab59675b02eea1ff12	apt-closure
libzip4t64	1.7.3-1.1ubuntu2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libz/libzip/libzip4t64_1.7.3-1.1ubuntu2_amd64.deb	53596	d7484efd8d9968ecab9e488fde59980fc633e0eb2bbf7f1ea8e33bf71c9ff1fb	apt-closure
libzix-0-0	0.4.2-2build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/z/zix/libzix-0-0_0.4.2-2build1_amd64.deb	23570	3bd3271411e9f25d03e16ca430da9551200b28e854ba9b606f819c23a4dc4992	apt-closure
libzmq5	4.3.5-1build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/z/zeromq3/libzmq5_4.3.5-1build2_amd64.deb	260300	fff197d2a164e3ec83fef23afd55bad93971b3327d7353db9a305a199d55d402	apt-closure
libzstd-dev	1.5.5+dfsg2-2build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libz/libzstd/libzstd-dev_1.5.5%2bdfsg2-2build1.1_amd64.deb	363956	6c9d2b5677a4677e9ead62f74723bb919113621a8028ed543a4d78952d54d165	apt-closure
libzstd1	1.5.5+dfsg2-2build1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libz/libzstd/libzstd1_1.5.5%2bdfsg2-2build1.1_amd64.deb	299472	dfcf25061e07aad7efd3f4f880ba5ad4d4d09ebe7fc8cc77ab6b8a161d6d4727	apt-closure
libzvbi-common	0.2.42-2	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/z/zvbi/libzvbi-common_0.2.42-2_all.deb	42360	c099fcdaaa1f0ccfb0551470faae76f43798150809e07ff8a08f4743fc1a8074	apt-closure
libzvbi0t64	0.2.42-2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/z/zvbi/libzvbi0t64_0.2.42-2_amd64.deb	260558	0a596a628331e837b5756dec8bedf69ea699a9ef5d8a050c0c9b471f833039e1	apt-closure
libzzip-0-13t64	0.13.72+dfsg.1-1.2build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/z/zziplib/libzzip-0-13t64_0.13.72%2bdfsg.1-1.2build1_amd64.deb	28124	53ec9f53d96faf2c936c0e61a4ccfeaff969fbc0f4096706cf03609222ab89df	apt-closure
linux-base	4.5ubuntu9+24.04.2	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux-base/linux-base_4.5ubuntu9%2b24.04.2_all.deb	19622	b6ea776f8a0b0ce788d8920b3d6a7843ac731ec12d41e6718da9294fdacff633	apt-closure
linux-headers-6.8.0-137	6.8.0-137.137	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux/linux-headers-6.8.0-137_6.8.0-137.137_all.deb	13597820	f4feb0b8db398bfe9befcb23fd71ca4fc0877265cf85ddb7fcc2f78304aa4f41	apt-closure
linux-headers-6.8.0-137-generic	6.8.0-137.137	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux/linux-headers-6.8.0-137-generic_6.8.0-137.137_amd64.deb	3765258	4dcb976d122f459e2ab71bc5e8643269b2d051722a0a30a3f4a523252122ef4b	apt-closure
linux-headers-generic	6.8.0-137.137	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux-meta/linux-headers-generic_6.8.0-137.137_amd64.deb	11344	66970513f18458734db2a5c6198922255bf9e6e19fd6e28f24dab8c1fedb57bf	apt-closure
linux-libc-dev	6.8.0-137.137	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/linux/linux-libc-dev_6.8.0-137.137_amd64.deb	1522104	2b2cb11434e5f72703e7133219dc00a59cf2a966d8c4ff0ff0133992369da3f0	apt-closure
linux-libc-dev-arm64-cross	6.8.0-25.25cross1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cross-toolchain-base/linux-libc-dev-arm64-cross_6.8.0-25.25cross1_all.deb	1374680	6a5a00b8ba8de66862e05493def87a5cbbb23b949601e45a5e3cbde56505cb6b	apt-closure
linux-libc-dev-armhf-cross	6.8.0-25.25cross1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cross-toolchain-base/linux-libc-dev-armhf-cross_6.8.0-25.25cross1_all.deb	1359284	1f83b9a486063b2daef0f21baf856b0cbb0b64eecf83b180434ab9190f6be8d8	apt-closure
linux-libc-dev-riscv64-cross	6.8.0-25.25cross1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/c/cross-toolchain-base/linux-libc-dev-riscv64-cross_6.8.0-25.25cross1_all.deb	1370362	d21675d3b0b8865733f03eb50408d776d8d8da4ec71409ac7238ffeaf08b56bc	apt-closure
lld	1:18.0-59~exp2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-defaults/lld_18.0-59%7eexp2_amd64.deb	5494	0ee73e3eee1c9ffbbb6c59ba20c4205b1f5ee00c2f1524f1721be75e7a656975	apt-closure
lld-15	1:15.0.7-14build3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-toolchain-15/lld-15_15.0.7-14build3_amd64.deb	1329598	963d3efb34d32d08161a9e0cd2f1d279464bbf130f6093cc5be295e73798527e	apt-closure
lld-18	1:18.1.3-1ubuntu1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-toolchain-18/lld-18_18.1.3-1ubuntu1_amd64.deb	1371582	c574594d714bf445f4c2323fa99374c05b79be09a3899edbf9d4b7265c9ccc57	apt-closure
llvm	1:18.0-59~exp2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-defaults/llvm_18.0-59%7eexp2_amd64.deb	4146	8cb91260b6deb920040b3f4b098de2c0117d057f1a6564e88cee0dc19d5fe0c1	apt-closure
llvm-15	1:15.0.7-14build3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-toolchain-15/llvm-15_15.0.7-14build3_amd64.deb	13365094	0e5a8a1fc3cf9b21a0b262d39d53dd411c72e5df400a54787cde53210591bf70	apt-closure
llvm-15-linker-tools	1:15.0.7-14build3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-toolchain-15/llvm-15-linker-tools_15.0.7-14build3_amd64.deb	1373274	4b4ad65e9ea481c4ddd679a42d3deddcf98db66951d0b9f0155e4aa373403491	apt-closure
llvm-15-runtime	1:15.0.7-14build3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-toolchain-15/llvm-15-runtime_15.0.7-14build3_amd64.deb	506222	b2caf977d98a3bd2586325d5b1ddccf4d40d6b29ab651f20ee2e18ae7b443d98	apt-closure
llvm-18	1:18.1.3-1ubuntu1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-toolchain-18/llvm-18_18.1.3-1ubuntu1_amd64.deb	25291124	139cb82e16e75fcdd4a56562804ff9bfb482b65d0929580d621d28088075a27e	apt-closure
llvm-18-linker-tools	1:18.1.3-1ubuntu1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-toolchain-18/llvm-18-linker-tools_18.1.3-1ubuntu1_amd64.deb	1313500	50f0bcfa784e42f8bf0eac31aeb6a20798fb6174cc31efe021f12ae71af91b23	apt-closure
llvm-18-runtime	1:18.1.3-1ubuntu1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-toolchain-18/llvm-18-runtime_18.1.3-1ubuntu1_amd64.deb	538178	1ad04ff658929491f8bf30fcf6454e07b1815a2b04164f1894156e92c91ef895	apt-closure
llvm-runtime	1:18.0-59~exp2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/llvm-defaults/llvm-runtime_18.0-59%7eexp2_amd64.deb	5496	5072fae1250c3362b39b39d9c7ba7832b14870a16bf5c6c6e9796eb289c6d73a	apt-closure
locales	2.39-0ubuntu8.8	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/glibc/locales_2.39-0ubuntu8.8_all.deb	4231022	cdd2d347a357da6b9b1f2bd9e08c10a2a3a4686fad050791d30915d0ce0bb506	apt-closure
logsave	1.47.0-2.4~exp1ubuntu4.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/e2fsprogs/logsave_1.47.0-2.4%7eexp1ubuntu4.1_amd64.deb	22700	dba74a557ae28b51b5a5190aefeef611cbf989211b1814282d58a1c536f43b5b	apt-closure
lp-solve	5.5.2.5-2ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lp-solve/lp-solve_5.5.2.5-2ubuntu0.1_amd64.deb	313830	20a3b3c638a4bf4cdd2b2a3d7b111e0d0b7b4ec161e648d616e68807b05f08d6	apt-closure
lsb-base	11.6	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lsb/lsb-base_11.6_all.deb	4606	08a563e3c1984acdb295f12b77b4ec18d2ccf52fd03280a5bea29e506a3350ee	apt-closure
lsscsi	0.32-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lsscsi/lsscsi_0.32-1build1_amd64.deb	48186	4f992c646569ba1b085a2aead592fd954fd3f0b16fc14367154317edd410d42c	apt-closure
lto-disabled-list	47	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lto-disabled-list/lto-disabled-list_47_all.deb	12400	cac0f63c88188f376bb4df10a2af2b49a607bbef97a57db50ed58f678c21eee9	apt-closure
ltrace	0.7.3-6.4ubuntu3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/ltrace/ltrace_0.7.3-6.4ubuntu3_amd64.deb	134192	829ce2c5c867ba0a40fc12e63fe29a7caef7b27afa7d568083ef212332490c4a	apt-closure
lua-any	29	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/d/dh-lua/lua-any_29_all.deb	4516	ff88d4233185dda6496f3fceb6bd0be1ec209497179dac5e8b809372d3eb7d05	apt-closure
lua5.1	5.1.5-9build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/lua5.1/lua5.1_5.1.5-9build2_amd64.deb	125214	0d4d3678caf1dfa3f201d35203388da5e5aa393b153aec03c1e474f8cf6a476c	apt-closure
lua5.4	5.4.6-3build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/lua5.4/lua5.4_5.4.6-3build2_amd64.deb	159006	2f9b2b33fb49fb508421da9f60d6f6d6b7d819f6e97baebde42fa15d99b357f7	apt-closure
luajit	2.1.0+git20231223.c525bcb+dfsg-1ubuntu0.1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/luajit/luajit_2.1.0%2bgit20231223.c525bcb%2bdfsg-1ubuntu0.1_amd64.deb	280972	c7667a3db792eeb16acbac1a9d304e39da2605e5835feaca77e96208e9aa6090	apt-closure
luarocks	3.8.0+dfsg1-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/l/luarocks/luarocks_3.8.0%2bdfsg1-1_all.deb	140204	0df7692486a40bdbd2a7e28c266383976429d19449cbaf558a99d851104b860f	apt-closure
lvm2	2.03.16-3ubuntu3.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lvm2/lvm2_2.03.16-3ubuntu3.2_amd64.deb	1186438	6333e7396390aae125153e42148a57818461db8b6b8784db11b707df831ab61c	apt-closure
lzop	1.04-2build3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/l/lzop/lzop_1.04-2build3_amd64.deb	82212	5ac0e9b9aa4f1d0dd3dc09c1a37d4a983c954a966d4fee21690a9118038c4c5d	apt-closure
m4	1.4.19-4build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/m4/m4_1.4.19-4build1_amd64.deb	243640	30ea715845a1863abd55d11e47ab91513130bf347852d4cdeae69e9d98fa795c	apt-closure
make	4.3-4.1build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/make-dfsg/make_4.3-4.1build2_amd64.deb	179752	1fe6a815b56c7b6e9ce4086a363f09444bbd0a0d30e230c453d0b78e44b57a99	apt-closure
maven	3.8.7-2	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/maven/maven_3.8.7-2_all.deb	18302	47e801bb91c50d00bfed2067dfcb4909e5e913b7cd8c97aafc5eb785348f4e16	apt-closure
mdadm	4.3-1ubuntu2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/mdadm/mdadm_4.3-1ubuntu2.1_amd64.deb	463862	7d5691bd73244e677a8cc800c237110074007b26f1800d0d1d22bdbddc10cfa6	apt-closure
media-types	10.1.0	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/media-types/media-types_10.1.0_all.deb	27474	31bfb7eec55ab6d34a50ba995150e1498d4cb897714085d8025e330d3b529747	apt-closure
mercurial	6.7.2-1ubuntu2.2	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/mercurial/mercurial_6.7.2-1ubuntu2.2_amd64.deb	328090	881661a326ce2d30a7b76d2446d607fae5c62f2a351ba7c770a23d25cea3bf1d	apt-closure
mercurial-common	6.7.2-1ubuntu2.2	all	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/mercurial/mercurial-common_6.7.2-1ubuntu2.2_all.deb	2955188	6a2f75d1b33791375e1d1d8d748ae38bd0c548ba80acaf24284d1541807a2afd	apt-closure
mesa-libgallium	25.2.8-0ubuntu0.24.04.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/mesa/mesa-libgallium_25.2.8-0ubuntu0.24.04.2_amd64.deb	10783204	e46e42e305339765f51f994543cef2a8bf4a7d9ab7004161db1a6d1f291694de	apt-closure
meson	1.3.2-1ubuntu1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/meson/meson_1.3.2-1ubuntu1_all.deb	603950	5a9ab497255cc51f97866c359fc5cc75a1be4890ad376e471ca45d76bbea4803	apt-closure
mingw-w64	11.0.1-3build1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/mingw-w64/mingw-w64_11.0.1-3build1_all.deb	10976	080e8f7cc86505abcb4474eebab4f6b4c29066ebdad11631265c2e1f30a61437	apt-closure
mingw-w64-common	11.0.1-3build1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/mingw-w64/mingw-w64-common_11.0.1-3build1_all.deb	5580230	4a42fd30fbc3838c58c929d8a4882682fc12408bb7a0e6cafa913c0f0a57c187	apt-closure
mingw-w64-i686-dev	11.0.1-3build1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/mingw-w64/mingw-w64-i686-dev_11.0.1-3build1_all.deb	3153084	903e09f47c0e441f9476a32efc745430a0cc39b1c33a13ea1f1d0414a24b7970	apt-closure
mingw-w64-x86-64-dev	11.0.1-3build1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/mingw-w64/mingw-w64-x86-64-dev_11.0.1-3build1_all.deb	3786378	018480a62907fcca19c6bf2975ae01f5c92c23dee8c3cf7a8355c10bf7d42c6f	apt-closure
mmdebstrap	1.4.3-6	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/mmdebstrap/mmdebstrap_1.4.3-6_all.deb	121740	68a0662060dff0644ab75fba99d0f6a48873bbc2c55dcfe46165fe20afa32f57	apt-closure
mosquitto-clients	2.0.18-1build3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/mosquitto/mosquitto-clients_2.0.18-1build3_amd64.deb	71902	9537c5aa491e711d25e47932282979cd0c7575b8417197b802cc747f205808fc	apt-closure
mount	2.39.3-9ubuntu6.5	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/u/util-linux/mount_2.39.3-9ubuntu6.5_amd64.deb	118262	84d1eeed7c94f51165c1fe9e19aa6bafdc0629d35337efd92827c260c2a7be02	apt-closure
mtools	4.0.43-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/mtools/mtools_4.0.43-1build1_amd64.deb	196676	deb50411c17b001c2400dd8a0146f39d12070a2fe5e92d734b1c6d0e73119262	apt-closure
musl	1.2.4-2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/musl/musl_1.2.4-2_amd64.deb	415772	9f0883c20b4b746e05e947bafd99cb933f5494ffaaa6fcd360cbe1fbcf264883	apt-closure
musl-dev	1.2.4-2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/musl/musl-dev_1.2.4-2_amd64.deb	615590	4b451ecb6a0f8469883058cf22a807f3bd9cc16d115cc08b7efc35fe8eb44db2	apt-closure
musl-tools	1.2.4-2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/m/musl/musl-tools_1.2.4-2_amd64.deb	5540	46c01d212d3eb3a1322693089037f0a5c92383a089d39c392db3c86c19ffb229	apt-closure
mysql-common	5.8+1.1.0build1	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/mysql-defaults/mysql-common_5.8%2b1.1.0build1_all.deb	6746	2a9ed286f4a78849bb0231b11a9ababf8c8694667caf986cd2563a6b67f939bc	apt-closure
nano	7.2-2ubuntu0.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/nano/nano_7.2-2ubuntu0.2_amd64.deb	281996	41a7c04b40ed8b3b3f2327fb190851a3485317dd26b7bdefe21a78da788f28aa	apt-closure
netbase	6.4	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/n/netbase/netbase_6.4_all.deb	13112	8cdbc9c3dca01e660759bf9d840f72e45ac72faf5d19ca1faecacaf6a60c1a87	apt-closure
